,rotten_tomatoes_link,critic_name,top_critic,publisher_name,review_type,review_score,review_date,review_content
128,m/the_wolf_of_wall_street_2013,Boo Allen,False,Denton Record-Chronicle,Rotten,5.0,2013-12-29,"A fun, wild ride that eventually runs out of steam."
129,m/the_wolf_of_wall_street_2013,Will Leitch,False,Deadspin,Fresh,9.0,2013-12-30,I bet this one will end up growing the most in estimation as the years go along. I am not getting on the wrong side of history.
130,m/the_wolf_of_wall_street_2013,Perri Nemiroff,False,Shockya.com,Fresh,9.0,2013-12-30,It lets you relish in unparalleled no holds barred debauchery while increasingly disillusioning the fun and games with the nasty reality of the situation along the way.
131,m/the_wolf_of_wall_street_2013,Diva Velez,False,TheDivaReview.com,Rotten,5.0,2013-12-30,Nearly three hours of repeated debauchery and nasty deeds fails to bring Goodfellas-style bite and tension to a situation where the worst that can happen to the film's unlikable characters is the possibility of serving time in a cushy jail.
132,m/the_wolf_of_wall_street_2013,Glenn Dunks,False,Glenn Dunks,Rotten,5.0,2013-12-30,I struggle to recognise what [Scorsese's] unique point of view or fresh insight is with the material. Did he have one?
133,m/the_wolf_of_wall_street_2013,Eric Melin,False,Scene-Stealers.com,Fresh,8.75,2013-12-30,"A cynical, nasty satire about humans regressing to infantile levels. I would love for it to be the final, insane word on indecent power-hungry Wall Street behavior, but you and I both know that probably won't be the case, so trust me, it's okay to laugh."
134,m/the_wolf_of_wall_street_2013,Mark R. Leeper,False,Mark Leeper's Reviews,Fresh,8.0,2013-12-30,"We have to take the story's word that what Belfort did was very, very bad and forget that it looks like fun."
135,m/the_wolf_of_wall_street_2013,John Serba,False,MLive.com,Fresh,10.0,2013-12-30,"Scorsese directs with propulsive purpose, feeding off DiCaprio's manic energy. Their work is fierce and unforgettable."
136,m/the_wolf_of_wall_street_2013,Clint O'Connor,False,Cleveland Plain Dealer,Fresh,8.0,2013-12-30,Sex and drugs and sex and drugs.
137,m/the_wolf_of_wall_street_2013,Cole Smithey,False,ColeSmithey.com,Rotten,0.0,2013-12-31,[VIDEO ESSAY] There is no reason to see Martin Scorsese's latest picture. It doesn't even deserve a grade.
138,m/the_wolf_of_wall_street_2013,Glenn Lovell,False,CinemaDope,Fresh,6.25,2014-01-02,"... overlong, repetitive, and like 'The Departed' too often partakes of self-parody ... It's almost as if Scorsese, in his rush to sate every sophomoric urge, ceded the reins to shock-jock Howard Stern."
139,m/the_wolf_of_wall_street_2013,David Nusair,False,Reel Film Reviews,Rotten,5.0,2014-01-02,...both a massive disappointment and a missed opportunity.
140,m/the_wolf_of_wall_street_2013,Michael A. Smith,False,MediaMikes,Fresh,10.0,2014-01-03,"In my humble opinion, this is the best film of 2013."
141,m/the_wolf_of_wall_street_2013,Steve Persall,False,Tampa Bay Times,Fresh,7.0,2014-01-06,"Greed is grating in The Wolf of Wall Street, Martin Scorsese's face-first motorboating of the sex, drugs and dwarf tossing of American excess."
142,m/the_wolf_of_wall_street_2013,Charles Koplinski,False,Illinois Times,Fresh,8.75,2014-01-06,"Scorsese Helms Familiar but Effective ""Wolf"""
143,m/the_wolf_of_wall_street_2013,John Hanlon,False,John Hanlon Reviews,Fresh,7.0,2014-01-06,Highly-watchable entertainment that had the potential to be much much more.
144,m/the_wolf_of_wall_street_2013,Linda Cook,False,"Quad City Times (Davenport, IA)",Fresh,7.5,2014-01-07,"Scorsese's solid 'The Wolf of Wall Street,' based on the true story of a white-collar criminal's excesses, would have been even better if it weren't so ... excessive."
145,m/the_wolf_of_wall_street_2013,Dann Gire,False,Chicago Daily Herald,Fresh,10.0,2014-01-09,"Merry Christmas, everyone! Martin Scorsese and Leonardo DiCaprio have a special present waiting for us at the movie theaters. It's titled The Wolf of Wall Street."
146,m/the_wolf_of_wall_street_2013,Matt Glasby,False,Flicks.co.nz,Fresh,8.0,2014-01-09,"Though brilliantly written (by Boardwalk Empire's Terence Winter), acted and directed, Wolf is dangerously overlong."
147,m/the_wolf_of_wall_street_2013,James Kendrick,False,Q Network Film Desk,Fresh,8.75,2014-01-10,"No one generates narrative momentum quite like Scorsese when he's in his element, and The Wolf of Wall Street provides the kind of meaty material into which he can really sink his aesthetic claws."
148,m/the_wolf_of_wall_street_2013,Siobhan Synnot,False,Scotsman,Rotten,6.0,2014-01-13,"As you watch a numbed man lose all his basic motor skills to a big chemical rush, you can't help feeling that The Wolf Of Wall Street also needed to cut back on the meds."
149,m/the_wolf_of_wall_street_2013,Cameron Williams,False,The Popcorn Junkie,Fresh,8.0,2014-01-14,"Although Martin Scorsese overindulges as much as his subject, this film proves in the cinematic jungle he's still the king."
150,m/the_wolf_of_wall_street_2013,Andy Lea,False,Daily Star (UK),Fresh,10.0,2014-01-14,"Scorsese's best film since Casino, his most provocative since Goodfellas and by far the funniest film he's ever made."
151,m/the_wolf_of_wall_street_2013,Brian Viner,False,Daily Mail (UK),Rotten,6.0,2014-01-16,"For me the film is somehow less than the sum of its parts, with no palpable sense that these men are doing anything more contemptible than living life to the full."
152,m/the_wolf_of_wall_street_2013,Greg Maki,False,"Star-Democrat (Easton, MD)",Fresh,7.0,2014-01-16,"Scorsese's name virtually guarantees the filmmaking will be of the highest variety, and it is here. The director truly is a master of his craft."
153,m/the_wolf_of_wall_street_2013,Henry Fitzherbert,False,Daily Express (UK),Fresh,8.0,2014-01-16,Scorsese's virtuoso filmmaking and DiCaprio keep you gripped for the three hour running time.
154,m/the_wolf_of_wall_street_2013,Matthew Turner,False,ViewLondon,Fresh,10.0,2014-01-16,"Brilliantly directed, beautifully shot and superbly written, this is a riotously entertaining and frequently hilarious drama with an Oscar-worthy central performance from Leonardo DiCaprio."
155,m/the_wolf_of_wall_street_2013,John Nugent,False,Sky Cinema,Fresh,10.0,2014-01-16,"DiCaprio's a marvellous fit for the role, and his slimy charisma could charm even the steeliest of souls."
156,m/the_wolf_of_wall_street_2013,Eddie Harrison,False,The List,Rotten,6.0,2014-01-16,"As a major filmmaker, it's about time Scorsese found some material that stretched his ideas, rather than his audience's patience."
157,m/the_wolf_of_wall_street_2013,Nigel Andrews,True,Financial Times,Rotten,4.0,2014-01-16,"Every time I looked at my watch, the hands seemed to have stayed still."
158,m/the_wolf_of_wall_street_2013,Peter Bradshaw,True,Guardian,Fresh,8.0,2014-01-16,"The Wolf of Wall Street does not quite have the subtlety and richness of Scorsese's very best work, but what an incredibly exhilarating film: a deafening and sustained howl of depravity."
159,m/the_wolf_of_wall_street_2013,Rich Cline,False,Contactmusic.com,Fresh,9.0,2014-01-17,"At age 71, Martin Scorsese proves with this riotous romp that he's one of the most energetic, audacious filmmakers working in America at the moment."
160,m/the_wolf_of_wall_street_2013,David Sexton,True,London Evening Standard,Fresh,8.0,2014-01-17,"Is it immoral to celebrate villainy? There's not much point in pretending The Wolf of Wall Street doesn't do that, pretty exuberantly too."
161,m/the_wolf_of_wall_street_2013,Damon Wise,False,Radio Times,Fresh,10.0,2014-01-17,"This is an exhilarating story of decadence and debauchery, made all the more thrilling by DiCaprio's charismatic and physical lead performance."
162,m/the_wolf_of_wall_street_2013,Jay Antani,False,Cinema Writer,Fresh,8.75,2014-01-18,"Absorbing performances, stylistic wit, a lacerating and subversive sense of humor: The Wolf of Wall Street delivers all of these in spades"
163,m/the_wolf_of_wall_street_2013,Ali Gray,False,TheShiznit.co.uk,Fresh,10.0,2014-01-18,"Spend three hours on Scorsese's Wall Street, and he'll have you convinced: greed isn't just good - it's great."
164,m/the_wolf_of_wall_street_2013,Donald Clarke,False,Irish Times,Fresh,6.0,2014-01-18,"At times, the film seems almost Hobbitian in its inability to finish a scene that is already well past its natural lifespan."
165,m/the_wolf_of_wall_street_2013,Blake Howard,False,2UE That Movie Show,Fresh,10.0,2014-01-19,Scorsese's mastery is undeniable; The Wolf of Wall Street is yet another magnum opus.
166,m/the_wolf_of_wall_street_2013,Mark Kermode,False,Observer (UK),Rotten,6.0,2014-01-19,"It made me not love but utterly loathe Belfort - a moral victory, perhaps, but also something of a problem, because a character who is simply detestable rapidly becomes uninteresting."
167,m/the_wolf_of_wall_street_2013,Damien Straker,False,Impulse Gamer,Fresh,7.0,2014-01-19,It aims to shock and succeeds. What else does it teach us though?
168,m/the_wolf_of_wall_street_2013,Ed Gibbs,False,The Sunday Age,Fresh,9.0,2014-01-19,"An outrageously black comedy about white-collar crime, unapologetic in delivery and unashamedly graphic in its intensity."
169,m/the_wolf_of_wall_street_2013,Simon Miraudo,False,Quickflix,Fresh,9.0,2014-01-21,"True story: my priest phoned midway through the screening of The Wolf of Wall Street, as if he had sensed - rightly - that I had been revelling too giddily in the debauched antics of disgraced stockbroker Jordan Belfort."
170,m/the_wolf_of_wall_street_2013,Matthew Toomey,False,ABC Radio Brisbane,Fresh,9.0,2014-01-21,"The Wolf Of Wall Street is not so much a film... but more of an examination paper. When you leave the room after three hours, you'll know if you've passed."
171,m/the_wolf_of_wall_street_2013,Simon Weaving,False,Screenwize,Fresh,8.0,2014-01-22,"Martin Scorsese is back at his best with this rollicking update on the gangsters of New York, the mean streets now filled with stockbrokers and share dealers, driven characters in search of the good life the easy way."
172,m/the_wolf_of_wall_street_2013,Matt Neal,False,Movies Ate My Life,Fresh,10.0,2014-01-23,His fifth collaboration with DiCaprio sits within the Scorsese back-catalogue like it was always meant to be there.
173,m/the_wolf_of_wall_street_2013,Jim Schembri,False,3AW,Fresh,8.0,2014-01-25,"Wisely, Scorsese torques his opus as a sprawling, outrageous, gross-out comedy of excess. It's Animal House meets Wall Street... [making] us understand how the unbridled fun of a world defined by power, prostitutes and drugs can result in moral abandon."
174,m/the_wolf_of_wall_street_2013,Tim Martain,False,The Mercury (Australia),Fresh,8.0,2014-01-27,Scorsese seems to have mixed every genre and every tone from all his previous work together in one big three-hour character-driven opus. And the damn thing works.
175,m/the_wolf_of_wall_street_2013,Adam Ross,False,The Aristocrat,Fresh,10.0,2014-01-28,Funny? Yes. Entertaining? Yes. Flattering? Not in the slightest. Anyone who wants to be in the Jordan Belfort business after watching Wolf must have rocks in their head.
176,m/the_wolf_of_wall_street_2013,Sam Fragoso,False,SFBay,Fresh,10.0,2014-01-31,"There's a good chance that by the conclusion of Martin Scorsese's intoxicating, raucous, and shamelessly depraved ""The Wolf of Wall Street"" you're going to want to cleanse yourself through prayer, charity, or whatever it is that you do to feel virtuous."
177,m/the_wolf_of_wall_street_2013,Jason Best,False,Movie Talk,Fresh,8.0,2014-02-01,"Martin Scorsese's giddy biopic of stockbroker swindler Jordan Belfort, has all the dazzle and pizzazz of his classic gangster movies - only this time the crooks on screen are pumping and dumping worthless stocks rather than bodies."
178,m/the_wolf_of_wall_street_2013,David Keyes,False,Cinemaphile.org,Rotten,6.25,2014-02-06,Plays less as an insightful critique and more as an exercise in indulgence.
179,m/the_wolf_of_wall_street_2013,Raam Tarat,False,Future Movies UK,Fresh,7.0,2014-02-07,"This is a fantastic exploration of greed, money, and a truly flawed character that spent much of the nineties on a jaw-dropping but pernicious thrill-ride."
180,m/the_wolf_of_wall_street_2013,Jackie K. Cooper,False,jackiekcooper.com,Fresh,7.0,2014-02-10,"Full of sex, drugs and amoral characters, but it is fascinating to watch."
181,m/the_wolf_of_wall_street_2013,Tom Glasson,False,Concrete Playground,Fresh,7.0,2014-02-12,This much-anticipated chronicle of depravity at once amuses and nauseates.
182,m/the_wolf_of_wall_street_2013,Shane Danielsen,False,sbs.com.au,Fresh,8.0,2014-02-21,Martin Scorsese's finest in more than a decade.
183,m/the_wolf_of_wall_street_2013,Brad Keefe,False,Columbus Alive,Fresh,8.75,2014-04-23,"It's another variation on Scorsese's favorite kind of a story, the rise and fall. In this case, he and frequent collaborator Leonardo DiCaprio go on a full-out cinematic bender."
184,m/the_wolf_of_wall_street_2013,Clayton Davis,False,AwardsCircuit.com,Fresh,10.0,2014-07-28,Terence Winter's script is a natural and well-oiled machine that produces the words of a demigod. You couldn't make these things up.
185,m/the_wolf_of_wall_street_2013,Scott Mendelson,False,Forbes,Fresh,7.0,2014-08-11,"I genuinely fear an entire generation of young would-be financial gurus seeing this film as their Scarface, reveling in the wish-fulfillment excess while dismissing any and all social commentary or moral condemnation."
186,m/the_wolf_of_wall_street_2013,Graham Young,False,Birmingham Mail,Fresh,8.0,2014-10-10,A forgiving nature and lots of stamina is needed for this no-holds-barred hedonistic ride into the Roman orgy-style excesses of the 1990s' financial world
187,m/the_wolf_of_wall_street_2013,Martin Roberts,False,Fan The Fire,Fresh,8.0,2014-11-07,"A terrific watch, and bound to be one of the funniest films of the year, but perhaps a tad indulgent and lacking the emotional resonance that could've escalated it to truly unmissable status."
188,m/the_wolf_of_wall_street_2013,Chris Stuckmann,False,ChrisStuckmann.com,Fresh,10.0,2015-04-23,"DiCaprio's powerhouse performance, and Scorsese's brilliantly energetic direction make this a must watch for film lovers."
189,m/the_wolf_of_wall_street_2013,Rob Gonsalves,False,eFilmCritic.com,Fresh,10.0,2015-07-14,It may be the most exuberant film about sin ever made.
190,m/the_wolf_of_wall_street_2013,Alissa Wilkinson,False,Christianity Today,Fresh,8.75,2016-04-13,"[Belfort is] in the wrong. That's for sure. But to walk away and not realize we're at least a little complicit, too, would be foolhardy."
191,m/the_wolf_of_wall_street_2013,J. Olson,False,Cinemixtape,Fresh,8.0,2016-04-17,"Leonardo DiCaprio is a nuclear bomb as Belfort, the actor basking in the ridiculousness of his surroundings and eclipsing them at every turn."
192,m/the_wolf_of_wall_street_2013,Nick Newman,False,The Film Stage,Fresh,10.0,2016-06-21,"How half-brained masculine and economic mentalities are channeled to a mutual, logical, terrible climax in one of the year's more terrifying final shots is what's truly essential."
193,m/the_wolf_of_wall_street_2013,Sonny Bunch,False,Washington Free Beacon,Fresh,8.75,2016-07-14,"If one watches this film and thinks Scorsese has crafted it to exculpate rather than expose the behavior of Jordan Belfort ... well, one has rather missed the point."
194,m/the_wolf_of_wall_street_2013,Larushka Ivan-Zadeh,False,Metro (UK),Fresh,8.0,2017-09-06,"The film has roused censure for glorifying crime, with scant, awkwardly realised minutes paid to Belfort's eventual comeuppance. But surely 71-year-old Scorsese, a one-time wannabe priest whose work is preoccupied with morality, did that deliberately?"
195,m/the_wolf_of_wall_street_2013,Srijana Mitra Das,False,The Times of India,Fresh,9.0,2017-11-17,"DiCaprio runs away with Jordan, magnetic as he trains his pack to hunt, brutally funny when high on drugs, he crawls to his low-slung Ferrari."
196,m/the_wolf_of_wall_street_2013,Camilla Long,False,Sunday Times (UK),Fresh,8.0,2018-02-22,"The result is a superb performance from DiCaprio as the swaggering, shouting bastard, and probably Scorsese's best film in 15 years."
197,m/the_wolf_of_wall_street_2013,Joseph Walsh,False,CineVue,Fresh,8.0,2018-08-23,"Terence Winter crafts a pithy script, laced with salacious one-liners."
198,m/the_wolf_of_wall_street_2013,Alistair Ryder,False,Cinemole,Fresh,10.0,2018-10-21,"The Wolf of Wall Street is Scorsese's best film in at least two decades, and certainly the best of his five DiCaprio collaborations."
199,m/the_wolf_of_wall_street_2013,Jennifer Heaton,False,Alternative Lens,Fresh,9.5,2018-11-01,"It may cover some ground the director covered in Goodfellas or Casino, but nothing in those pictures can match up to the mania on display here."
200,m/the_wolf_of_wall_street_2013,PJ Nabarro,False,Patrick Nabarro,Fresh,8.0,2018-11-24,Evidence of a filmmaker at the top of his game. The story never lets up: the relentless correlative of narcotic mania from filmmaker to character is sustained throughout.
201,m/the_wolf_of_wall_street_2013,Micheal Compton,False,Bowling Green Daily News,Fresh,6.0,2019-02-01,"When Wolf of Wall Street focuses on Belfort's business and stays in the workplace, it is at its best, taking viewers on an exhilarating ride... But, oddly, the biggest problem with this film about excess and over indulgence is that it feels too excessive."
202,m/the_wolf_of_wall_street_2013,Christopher Preston,False,One Room With A View,Fresh,10.0,2019-06-08,The Wolf of Wall Street isn't a film: it's a party. But so what? We're all invited.
203,m/the_wolf_of_wall_street_2013,Nicholas Bell,False,IONCINEMA.com,Fresh,8.0,2019-07-24,"Terence Winter, creator and writer of The Sopranos, has written a marvelously comedic script, with howlingly funny bits of dialogue. But perhaps its most magnificent accent is the delightful DiCaprio in perhaps his best union yet with Scorsese."
204,m/the_wolf_of_wall_street_2013,Ryan Syrek,False,"The Reader (Omaha, NE)",Fresh,6.0,2019-08-06,Trim an hour of the repetitive smut and insert a cohesive thesis for DiCaprio's performance to rely on and maybe this would have earned all the praise it has received.
205,m/the_wolf_of_wall_street_2013,David Harris,False,Spectrum Culture,Fresh,9.0,2019-11-21,"Martin Scorsese roars back to the screen with The Wolf of Wall Street, a three-hour marathon stuffed with dark humor, gross-out gags, a fistful of Quaaludes and one awesome performance by Leonardo DiCaprio."
206,m/the_wolf_of_wall_street_2013,Yasser Medina,False,Cinemaficionados,Fresh,9.0,2020-06-25,It epitomizes the corruption of the American dream in an extravagant way. [Full review in Spanish]
207,m/the_wolf_of_wall_street_2013,Brent McKnight,False,The Last Thing I See,Fresh,10.0,2020-07-08,"This ranks with Scorsese's recent best, and that fact alone speaks volumes."
208,m/the_wolf_of_wall_street_2013,Kelechi Ehenulo,False,Confessions From A Geek Mind,Fresh,9.0,2020-07-16,If this film doesn't shock you about how people abuse the system to get abundantly rich - I don't know what film will.
209,m/the_wolf_of_wall_street_2013,Allen Almachar,False,The MacGuffin,Fresh,10.0,2020-07-24,Martin Scorsese has once again proven why he is one of the best filmmakers of his - or any - generation.
210,m/the_wolf_of_wall_street_2013,Prahlad Srihari,False,Firstpost,Fresh,10.0,2020-07-24,"In an all-too-familiar capitalism-gone-rogue world, [Scorsese] offers an uncompromising portrait of Wall Street hedonists' unscrupulous excesses."
211,m/the_wolf_of_wall_street_2013,Richard Propes,False,TheIndependentCritic.com,Fresh,10.0,2020-09-27,Margot Robbie makes a star-making turn.
